permutation,ap_increment,auc_increment,log_loss_improvement,null_plus_ap,null_plus_auc,null_plus_log_loss
169,-0.00584469504049312,-0.0002472833417489495,-0.00035567736046376863,0.5443951404273981,0.8981745993318162,0.1435174698466798
170,-0.00947664765368339,-0.0006692213514466472,-0.0007812914209096022,0.5407631878142078,0.8977526613221185,0.14394308390712562
171,0.002082090601612907,-0.0001815716845009474,-0.00012359056272992497,0.5523219260695041,0.8982403109890642,0.14328538304894595
172,-0.0012008668911165366,2.5938812071690798e-05,7.278994402823424e-05,0.5490389685767747,0.8984478214856368,0.1430890025421878
173,-0.004374384959319966,0.0001020259941483248,-0.00021618431375911018,0.5458654505085713,0.8985239086677135,0.14337797679997513
174,-0.00038496844015423193,-4.323135345263296e-05,-8.992754897643729e-05,0.549854867027737,0.8983786513201125,0.14325172003519246
175,-0.006600589018718406,-0.0013021283659930827,-0.0008091652679393935,0.5436392464491728,0.8971197543075721,0.14397095775415542
176,-0.003073007836212782,-0.0016721887515476208,-0.0007279028204521254,0.5471668276316785,0.8967496939220175,0.14388969530666815
177,-0.0007911291758189165,0.0016687302432715212,0.0005606875252098797,0.5494487062920723,0.9000906129168367,0.14260110496100614
178,-0.0002012659026823238,-0.0001781131762248478,-0.00014706681798878907,0.5500385695652089,0.8982437694973403,0.1433088593042048
179,-0.00014513844438801549,-0.00034412157348295835,-0.00020794472160473587,0.5500946970235032,0.8980777611000822,0.14336973720782076
180,0.012021813844336315,0.0014162591391081447,0.0013631507944372179,0.5622616493122276,0.8998381418126733,0.1417986416917788
181,-0.0044170108518755136,-0.0005032129541884256,-0.0005688795925800627,0.5458228246160157,0.8979186697193767,0.14373067207879608
182,-0.0213702462347094,-0.0006415532852370731,-0.0016038488278930507,0.5288695892331818,0.8977803293883281,0.14476564131410907
183,-0.003176698218755436,-0.0003199120155493729,-0.00033279820770262813,0.5470631372491358,0.8981019706580158,0.14349459069391865
184,-0.013237680432422905,-0.006278921775459634,-0.003064300125554892,0.5370021550354683,0.8921429608981055,0.1462260926117709
185,-0.01379489408654433,0.0013643815149650962,-0.0002998483568018573,0.5364449413813469,0.8997862641885302,0.14346164084301788
186,0.000571410107506054,0.00031645350727327326,0.00016573159381044755,0.5508112455753973,0.8987383361808384,0.14299606089240557
187,-0.002130316681586586,-7.781643621473933e-05,-6.660741338437859e-05,0.5481095187863047,0.8983440662373504,0.1432283998996004
188,-0.002361215609803735,-0.00037524814796874306,-0.00020264826524862833,0.5478786198580875,0.8980466345255964,0.14336444075146465
189,-0.002754888577346626,1.9021795519158502e-05,-2.7147038110131305e-05,0.5474849468905446,0.8984409044690843,0.14318893952432615
190,0.003981594371539554,0.0009078584225051811,0.0006729504410974141,0.5542214298394308,0.8993297410960703,0.1424888420451186
191,0.001239626049784004,5.0148370005165255e-05,0.00012385188575247952,0.5514794615176752,0.8984720310435703,0.14303794060046354
192,-0.006656505555122316,-0.00012623555208157722,-0.0005461067961788635,0.5435833299127689,0.8982956471214836,0.14370789928239489
193,-0.025717740628438346,-0.003857965982112521,-0.0030155243818393296,0.5245220948394529,0.8945639166914526,0.14617731686805535
194,0.00021785204676860737,-0.0006899724011038,-0.0001853408019124314,0.5504576875146598,0.8977319102724614,0.14334713328812845
195,-0.004226370532039114,-0.001042740245277396,-0.0006431251758625967,0.5460134649358521,0.8973791424282878,0.14380491766207862
196,0.002819697073075167,0.0007729765997329663,0.0003801981276732036,0.5530595325409664,0.8991948592732981,0.14278159435854282
197,-0.012090625507980013,-0.0015545994701565702,-0.0013436284058651604,0.5381492099599112,0.8968672832034086,0.14450542089208118
198,0.005450460535283308,0.0011637880349447682,0.000520729342089965,0.5556902960031745,0.8995856707085099,0.14264106314412606
199,-0.0121677155090264,-0.001385132564622249,-0.0010677356350841383,0.5380721199588648,0.8970367501089429,0.14422952812130016
